stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids
AP450,"[14286, 31265, 7749, 79104, 9589]","[0.001, 0.01, 0.01, 0.3, 0.2]","['pg', 'dep', 'dep', 'pg', 'pg']","[100, 175, 398, 433, 530]","[0, 1, 1, 0, 0]","[[0.001, 0.01, 0.01, 0.3, 0.2], [0, 1, 1, 0, 0]]","[24, 43, 105, 114, 143]"
AP477,"[10400, 11552, 4133, 7888, 79104]","[0.03, 0.01, 0.01, 0.5, 0.3]","['paraffin oil', 'pg', 'paraffin oil', 'dep', 'pg']","[16, 65, 204, 429, 433]","[3, 0, 3, 1, 0]","[[0.03, 0.01, 0.01, 0.5, 0.3], [3, 0, 3, 1, 0]]","[1, 12, 49, 111, 114]"
AP521,"[10400, 114533, 12180, 3314, 5362720, 61527, 61918, 6549, 7749, 8785]","[0.03, 0.1, 0.01, 0.1, 0.015, 0.001, 0.05, 0.1, 0.01, 0.05]","['paraffin oil', 'pg', 'dep', 'dep', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg']","[16, 61, 78, 200, 244, 264, 279, 321, 398, 508]","[3, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[[0.03, 0.1, 0.01, 0.1, 0.015, 0.001, 0.05, 0.1, 0.01, 0.05], [3, 0, 1, 1, 0, 0, 0, 0, 1, 0]]","[1, 11, 16, 48, 61, 67, 71, 81, 105, 136]"
AP524,"[7144, 11552, 16590, 31265, 460, 5324978, 7165, 7222, 7762, 7793]","[0.01, 0.01, 0.001, 0.01, 0.1, 0.3, 0.01, 0.1, 0.01, 0.01]","['pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep']","[345, 65, 121, 175, 220, 243, 357, 360, 405, 419]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[[0.01, 0.01, 0.001, 0.01, 0.1, 0.3, 0.01, 0.1, 0.01, 0.01], [0, 0, 0, 1, 0, 0, 0, 0, 0, 1]]","[90, 12, 28, 43, 52, 60, 93, 94, 106, 110]"
AP563,"[14057, 325, 460, 5362720, 61527, 6549, 6920, 7888, 8051, 9589]","[0.01, 0.2, 0.1, 0.015, 0.001, 0.1, 0.07, 0.5, 0.001, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'paraffin oil', 'pg']","[98, 184, 220, 244, 264, 321, 334, 429, 463, 530]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0]","[[0.01, 0.2, 0.1, 0.015, 0.001, 0.1, 0.07, 0.5, 0.001, 0.2], [0, 0, 0, 0, 0, 0, 0, 1, 3, 0]]","[23, 45, 52, 61, 67, 81, 85, 111, 124, 143]"
AP571,"[11552, 11702, 14286, 325, 5362720, 6989, 76322, 7793, 91497, 9261]","[0.01, 0.1, 0.001, 0.2, 0.015, 0.2, 0.1, 0.01, 1.0, 0.1]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'nt', 'pg']","[65, 69, 100, 184, 244, 339, 388, 419, 526, 527]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[[0.01, 0.1, 0.001, 0.2, 0.015, 0.2, 0.1, 0.01, 1.0, 0.1], [0, 0, 0, 0, 0, 0, 0, 1, 2, 0]]","[12, 13, 24, 45, 61, 86, 103, 110, 139, 140]"
AP577,"[7144, 12367, 6549, 460, 6989, 7127, 7749, 7765, 78944, 8785]","[0.01, 0.1, 0.1, 0.1, 0.2, 0.2, 0.01, 0.001, 0.1, 0.05]","['pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg']","[345, 88, 321, 220, 339, 344, 398, 411, 431, 508]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[[0.01, 0.1, 0.1, 0.1, 0.2, 0.2, 0.01, 0.001, 0.1, 0.05], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0]]","[90, 19, 81, 52, 86, 89, 105, 107, 112, 136]"
AP591,"[10400, 12180, 14057, 325, 5362720, 62465, 7165, 7888, 9261, 9589]","[0.03, 0.01, 0.01, 0.2, 0.015, 0.01, 0.01, 0.5, 0.1, 0.2]","['paraffin oil', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg']","[16, 78, 98, 184, 244, 285, 357, 429, 527, 530]","[3, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[[0.03, 0.01, 0.01, 0.2, 0.015, 0.01, 0.01, 0.5, 0.1, 0.2], [3, 1, 0, 0, 0, 0, 0, 1, 0, 0]]","[1, 16, 23, 45, 61, 74, 93, 111, 140, 143]"
AP627,"[11251, 6989, 7410, 8892, 9589]","[0.01, 0.2, 0.01, 0.04, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg']","[59, 339, 381, 520, 530]","[0, 0, 0, 0, 0]","[[0.01, 0.2, 0.01, 0.04, 0.2], [0, 0, 0, 0, 0]]","[9, 86, 100, 138, 143]"
AP661,"[14514, 16590, 460, 5324978, 5365027, 6549, 7127, 7762, 7793, 8892]","[0.1, 0.001, 0.1, 0.3, 0.01, 0.1, 0.2, 0.01, 0.01, 0.04]","['pg', 'pg', 'pg', 'pg', 'paraffin oil', 'pg', 'pg', 'pg', 'dep', 'pg']","[114, 121, 220, 243, 253, 321, 344, 405, 419, 520]","[0, 0, 0, 0, 3, 0, 0, 0, 1, 0]","[[0.1, 0.001, 0.1, 0.3, 0.01, 0.1, 0.2, 0.01, 0.01, 0.04], [0, 0, 0, 0, 3, 0, 0, 0, 1, 0]]","[25, 28, 52, 60, 64, 81, 89, 106, 110, 138]"
AP679,"[7144, 12180, 12367, 6549, 62444, 6920, 7165, 7765, 78944, 9589]","[0.01, 0.01, 0.1, 0.1, 0.001, 0.07, 0.01, 0.001, 0.1, 0.2]","['pg', 'dep', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[345, 78, 88, 321, 282, 334, 357, 411, 431, 530]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[[0.01, 0.01, 0.1, 0.1, 0.001, 0.07, 0.01, 0.001, 0.1, 0.2], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0]]","[90, 16, 19, 81, 73, 85, 93, 107, 112, 143]"
AP691,"[11251, 12813, 439570, 7127, 9261]","[0.01, 1.0, 0.1, 0.2, 0.1]","['pg', 'nt', 'pg', 'pg', 'pg']","[59, 97, 213, 344, 527]","[0, 2, 0, 0, 0]","[[0.01, 1.0, 0.1, 0.2, 0.1], [0, 2, 0, 0, 0]]","[9, 22, 50, 89, 140]"
AP734,"[114533, 11552, 11702, 14286, 3314, 6989, 7222, 7793, 91497, 9261]","[0.1, 0.01, 0.1, 0.001, 0.1, 0.2, 0.1, 0.01, 1.0, 0.1]","['pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'dep', 'nt', 'pg']","[61, 65, 69, 100, 200, 339, 360, 419, 526, 527]","[0, 0, 0, 0, 1, 0, 0, 1, 2, 0]","[[0.1, 0.01, 0.1, 0.001, 0.1, 0.2, 0.1, 0.01, 1.0, 0.1], [0, 0, 0, 0, 1, 0, 0, 1, 2, 0]]","[11, 12, 13, 24, 48, 86, 94, 110, 139, 140]"
AP738,"[10400, 114533, 14057, 325, 460, 5362720, 61527, 6920, 7165, 9589]","[0.03, 0.1, 0.01, 0.2, 0.1, 0.015, 0.001, 0.07, 0.01, 0.2]","['paraffin oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[16, 61, 98, 184, 220, 244, 264, 334, 357, 530]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.03, 0.1, 0.01, 0.2, 0.1, 0.015, 0.001, 0.07, 0.01, 0.2], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[1, 11, 23, 45, 52, 61, 67, 85, 93, 143]"
AP745,[5368076],[0.3],['pg'],[259],[0],"[[0.3], [0]]",[65]
AP752,"[14286, 5281515, 7793, 79104, 9589]","[0.001, 0.3, 0.01, 0.3, 0.2]","['pg', 'dep', 'dep', 'pg', 'pg']","[100, 237, 419, 433, 530]","[0, 1, 1, 0, 0]","[[0.001, 0.3, 0.01, 0.3, 0.2], [0, 1, 1, 0, 0]]","[24, 57, 110, 114, 143]"
AP774,"[7144, 12813, 439570, 7127, 7335]","[0.01, 1.0, 0.1, 0.2, 0.1]","['pg', 'nt', 'pg', 'pg', 'pg']","[345, 97, 213, 344, 364]","[0, 2, 0, 0, 0]","[[0.01, 1.0, 0.1, 0.2, 0.1], [0, 2, 0, 0, 0]]","[90, 22, 50, 89, 96]"
AP781,"[14057, 14286, 16590, 7888, 9261]","[0.01, 0.001, 0.001, 0.5, 0.1]","['pg', 'pg', 'pg', 'dep', 'pg']","[98, 100, 121, 429, 527]","[0, 0, 0, 1, 0]","[[0.01, 0.001, 0.001, 0.5, 0.1], [0, 0, 0, 1, 0]]","[23, 24, 28, 111, 140]"
AP810,"[114533, 11552, 439570, 7749, 9589]","[0.1, 0.01, 0.1, 0.01, 0.2]","['pg', 'pg', 'pg', 'dep', 'pg']","[61, 65, 213, 398, 530]","[0, 0, 0, 1, 0]","[[0.1, 0.01, 0.1, 0.01, 0.2], [0, 0, 0, 1, 0]]","[11, 12, 50, 105, 143]"
AP839,"[11251, 16590, 18635, 7762, 8892]","[0.01, 0.001, 0.001, 0.01, 0.04]","['pg', 'pg', 'pg', 'pg', 'pg']","[59, 121, 126, 405, 520]","[0, 0, 0, 0, 0]","[[0.01, 0.001, 0.001, 0.01, 0.04], [0, 0, 0, 0, 0]]","[9, 28, 30, 106, 138]"
AP841,"[10890, 11552, 14514, 16590, 31265, 460, 5365027, 7749, 79104, 9589]","[0.05, 0.01, 0.1, 0.001, 0.01, 0.1, 0.01, 0.01, 0.3, 0.2]","['paraffin oil', 'pg', 'pg', 'pg', 'dep', 'pg', 'paraffin oil', 'dep', 'pg', 'pg']","[45, 65, 114, 121, 175, 220, 253, 398, 433, 530]","[3, 0, 0, 0, 1, 0, 3, 1, 0, 0]","[[0.05, 0.01, 0.1, 0.001, 0.01, 0.1, 0.01, 0.01, 0.3, 0.2], [3, 0, 0, 0, 1, 0, 3, 1, 0, 0]]","[6, 12, 25, 28, 43, 52, 64, 105, 114, 143]"
AP848,"[10890, 14514, 31265, 460, 5324978, 6549, 7127, 79104, 8892, 9589]","[0.05, 0.1, 0.01, 0.1, 0.3, 0.1, 0.2, 0.3, 0.04, 0.2]","['paraffin oil', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[45, 114, 175, 220, 243, 321, 344, 433, 520, 530]","[3, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[[0.05, 0.1, 0.01, 0.1, 0.3, 0.1, 0.2, 0.3, 0.04, 0.2], [3, 0, 1, 0, 0, 0, 0, 0, 0, 0]]","[6, 25, 43, 52, 60, 81, 89, 114, 138, 143]"
AP854,"[11552, 14286, 5362720, 61527, 62465]","[0.01, 0.001, 0.015, 0.001, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg']","[65, 100, 244, 264, 285]","[0, 0, 0, 0, 0]","[[0.01, 0.001, 0.015, 0.001, 0.01], [0, 0, 0, 0, 0]]","[12, 24, 61, 67, 74]"
AP858,"[114533, 14286, 18635, 439570, 7222]","[0.1, 0.001, 0.001, 0.1, 0.1]","['pg', 'pg', 'pg', 'pg', 'pg']","[61, 100, 126, 213, 360]","[0, 0, 0, 0, 0]","[[0.1, 0.001, 0.001, 0.1, 0.1], [0, 0, 0, 0, 0]]","[11, 24, 30, 50, 94]"
AP958,"[12367, 61918, 6549, 6989, 7749]","[0.1, 0.05, 0.1, 0.2, 0.01]","['dep', 'pg', 'pg', 'pg', 'dep']","[88, 279, 321, 339, 398]","[1, 0, 0, 0, 1]","[[0.1, 0.05, 0.1, 0.2, 0.01], [1, 0, 0, 0, 1]]","[19, 71, 81, 86, 105]"
AP974,"[6920, 7150, 7410, 7765, 7888]","[0.07, 0.05, 0.01, 0.001, 0.5]","['pg', 'dep', 'pg', 'pg', 'dep']","[334, 352, 381, 411, 429]","[0, 1, 0, 0, 1]","[[0.07, 0.05, 0.01, 0.001, 0.5], [0, 1, 0, 0, 1]]","[85, 92, 100, 107, 111]"
AP983,"[5281515, 6549, 6989, 7410, 7749]","[0.3, 0.1, 0.2, 0.01, 0.01]","['dep', 'pg', 'pg', 'pg', 'dep']","[237, 321, 339, 381, 398]","[1, 0, 0, 0, 1]","[[0.3, 0.1, 0.2, 0.01, 0.01], [1, 0, 0, 0, 1]]","[57, 81, 86, 100, 105]"
AP990,"[10886, 18635, 7344, 7749, 7762]","[0.2, 0.001, 0.15, 0.01, 0.01]","['dep', 'pg', 'dep', 'dep', 'pg']","[38, 126, 370, 398, 405]","[1, 0, 1, 1, 0]","[[0.2, 0.001, 0.15, 0.01, 0.01], [1, 0, 1, 1, 0]]","[5, 30, 98, 105, 106]"
AQ008,"[7909, 12297]","[0.001, 0.001]","['pg', 'pg']","[432, 84]","[0, 0]","[[0.001, 0.001], [0, 0]]","[113, 18]"
AQ140,"[7762, 326, 8144, 325, 5281168]","[0.1, 0.0005, 1.0, 0.1, 0.3]","['pg', 'pg', 'nt', 'pg', 'pg']","[408, 196, 490, 183, 232]","[0, 0, 2, 0, 0]","[[0.1, 0.0005, 1.0, 0.1, 0.3], [0, 0, 2, 0, 0]]","[106, 47, 131, 45, 56]"
AQ145,[9589],[0.2],['pg'],[530],[0],"[[0.2], [0]]",[143]
AQ230,[700],[0.5],['pg'],[340],[0],"[[0.5], [0]]",[87]
AQ310,"[7165, 11552]","[0.01, 0.01]","['pg', 'pg']","[357, 65]","[0, 0]","[[0.01, 0.01], [0, 0]]","[93, 12]"
AQ376,[325],[0.1],['pg'],[183],[0],"[[0.1], [0]]",[45]
AQ466,"[7583, 27458, 439570, 4657, 5282707, 61918, 700, 7969, 8034, 8129]","[0.3, 0.0005, 0.3, 0.3, 0.01, 0.2, 0.5, 1e-06, 0.001, 0.004]","['dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'mineral oil']","[386, 158, 216, 221, 239, 280, 340, 451, 460, 484]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 4]","[[0.3, 0.0005, 0.3, 0.3, 0.01, 0.2, 0.5, 1e-06, 0.001, 0.004], [1, 0, 0, 0, 0, 0, 0, 0, 0, 4]]","[102, 39, 50, 53, 58, 71, 87, 119, 122, 129]"
AQ473,[5324978],[0.3],['pg'],[243],[0],"[[0.3], [0]]",[60]
AQ541,"[7762, 18635, 5281168, 61325, 8144]","[0.1, 5e-06, 0.3, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[408, 129, 232, 263, 490]","[0, 0, 0, 0, 2]","[[0.1, 5e-06, 0.3, 0.2, 1.0], [0, 0, 0, 0, 2]]","[106, 30, 56, 66, 131]"
AQ563,"[7909, 12206]","[0.001, 0.001]","['pg', 'pg']","[432, 83]","[0, 0]","[[0.001, 0.001], [0, 0]]","[113, 17]"
AQ615,[12206],[0.001],['pg'],[83],[0],"[[0.001], [0]]",[17]
AQ640,[10886],[0.2],['dep'],[38],[1],"[[0.2], [1]]",[5]
AQ673,[75634],[0.2],['pg'],[385],[0],"[[0.2], [0]]",[101]
AQ692,[9261],[0.1],['pg'],[527],[0],"[[0.1], [0]]",[140]
AQ736,[4657],[0.3],['pg'],[221],[0],"[[0.3], [0]]",[53]
AQ778,"[7583, 798, 8034, 8130, 92844]","[0.3, 0.008, 0.001, 0.001, 0.2]","['dep', 'pg', 'pg', 'pg', 'pg']","[386, 452, 460, 485, 528]","[1, 0, 0, 0, 0]","[[0.3, 0.008, 0.001, 0.001, 0.2], [1, 0, 0, 0, 0]]","[102, 120, 122, 130, 141]"
AQ784,"[10886, 9261]","[0.2, 0.1]","['dep', 'pg']","[38, 527]","[1, 0]","[[0.2, 0.1], [1, 0]]","[5, 140]"
AQ792,[7909],[0.001],['pg'],[432],[0],"[[0.001], [0]]",[113]
AQ794,"[32594, 8129, 8060, 8118, 8130]","[0.2, 0.004, 0.005, 0.01, 0.001]","['pg', 'mineral oil', 'pg', 'pg', 'pg']","[185, 484, 474, 482, 485]","[0, 4, 0, 0, 0]","[[0.2, 0.004, 0.005, 0.01, 0.001], [0, 4, 0, 0, 0]]","[46, 129, 125, 128, 130]"
AQ810,"[5324978, 9589]","[0.3, 0.2]","['pg', 'pg']","[243, 530]","[0, 0]","[[0.3, 0.2], [0, 0]]","[60, 143]"
AQ853,"[325, 12206]","[0.2, 0.001]","['pg', 'pg']","[184, 83]","[0, 0]","[[0.2, 0.001], [0, 0]]","[45, 17]"
AQ862,"[31252, 6920]","[0.01, 0.2]","['pg', 'pg']","[163, 337]","[0, 0]","[[0.01, 0.2], [0, 0]]","[41, 85]"
AQ882,"[10400, 7762, 325, 75634, 8144]","[0.2, 0.1, 0.1, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[21, 408, 183, 385, 490]","[0, 0, 0, 0, 2]","[[0.2, 0.1, 0.1, 0.2, 1.0], [0, 0, 0, 0, 2]]","[1, 106, 45, 101, 131]"
AQ892,[92844],[0.2],['pg'],[528],[0],"[[0.2], [0]]",[141]
AQ938,[18635],[5e-06],['pg'],[129],[0],"[[5e-06], [0]]",[30]
B002,[8857],[0.2],['pg'],,[0],"[[0.2], [0]]",[167]
B003,[177],[0.1],['pg'],,[0],"[[0.1], [0]]",[29]
B015,[8034],[0.001],['pg'],,[0],"[[0.001], [0]]",[122]
B017,[8129],[0.05],['pg'],,[0],"[[0.05], [0]]",[129]
B028,[8063],[0.1],['pg'],,[0],"[[0.1], [0]]",[160]
B037,[638014],[0.001],['pg'],,[0],"[[0.001], [0]]",[205]
B080,[31289],[0.4],['pg'],,[0],"[[0.4], [0]]",[193]
B082,[10882],[0.01],['pg'],,[0],"[[0.01], [0]]",[4]
B137,[439570],[0.005],['pg'],,[0],"[[0.005], [0]]",[50]
B167,[8186],[0.3],['pg'],,[0],"[[0.3], [0]]",[164]
B178,[7363],[0.003],['pg'],,[0],"[[0.003], [0]]",[99]
B202,[9609],[0.005],['pg'],,[0],"[[0.005], [0]]",[168]
B217,[31272],[0.001],['pg'],,[0],"[[0.001], [0]]",[44]
B227,[454],[0.1],['pg'],,[0],"[[0.1], [0]]",[146]
B253,[177],[0.001],['pg'],[122],[0],"[[0.001], [0]]",[29]
B276,[1049],[0.01],['pg'],,[0],"[[0.01], [0]]",[3]
B374,[2345],[0.0005],['pg'],,[0],"[[0.0005], [0]]",[35]
B381,[5281168],[0.001],['pg'],,[0],"[[0.001], [0]]",[56]
B406,[31289],[0.004],['pg'],,[0],"[[0.004], [0]]",[193]
B421,[8857],[0.01],['pg'],,[0],"[[0.01], [0]]",[167]
B505,[10882],[0.0001],['pg'],,[0],"[[0.0001], [0]]",[4]
B518,[8060],[0.3],['pg'],,[0],"[[0.3], [0]]",[125]
B521,[159055],[1.0],['nt'],,[2],"[[1.0], [2]]",[202]
B522,[9609],[5e-05],['pg'],,[0],"[[5e-05], [0]]",[168]
B538,[159055],[0.005],['pg'],,[0],"[[0.005], [0]]",[202]
B546,[2345],[0.2],['pg'],[143],[0],"[[0.2], [0]]",[35]
B556,[8129],[1.0],['nt'],,[2],"[[1.0], [2]]",[129]
B577,[7059],[0.3],['pg'],,[0],"[[0.3], [0]]",[153]
B593,[638014],[0.5],['pg'],,[0],"[[0.5], [0]]",[205]
B623,[7363],[5e-05],['pg'],[380],[0],"[[5e-05], [0]]",[99]
B666,[31272],[0.1],['pg'],,[0],"[[0.1], [0]]",[44]
B668,[240],[0.001],['pg'],,[0],"[[0.001], [0]]",[37]
B670,[240],[0.4],['pg'],[153],[0],"[[0.4], [0]]",[37]
B713,[5318042],[0.005],['pg'],[241],[0],"[[0.005], [0]]",[59]
B726,[7702],[0.1],['pg'],,[0],"[[0.1], [0]]",[155]
B739,[8034],[0.1],['pg'],,[0],"[[0.1], [0]]",[122]
B788,[8060],[0.005],['pg'],,[0],"[[0.005], [0]]",[125]
B798,[7702],[0.001],['pg'],,[0],"[[0.001], [0]]",[155]
B812,[454],[0.0008],['pg'],,[0],"[[0.0008], [0]]",[146]
B878,[5281168],[0.3],['pg'],,[0],"[[0.3], [0]]",[56]
B906,[5318042],[0.15],['pg'],,[0],"[[0.15], [0]]",[59]
B941,[8063],[0.001],['pg'],,[0],"[[0.001], [0]]",[160]
B962,[7059],[0.005],['pg'],,[0],"[[0.005], [0]]",[153]
B970,[1049],[0.0007],['pg'],[27],[0],"[[0.0007], [0]]",[3]
B971,[798],[0.2],['pg'],,[0],"[[0.2], [0]]",[120]
B984,[8186],[0.002],['pg'],,[0],"[[0.002], [0]]",[164]
C022,[18554],[0.005],['pg'],,[0],"[[0.005], [0]]",[185]
C038,[61809],[0.0005],['pg'],,[0],"[[0.0005], [0]]",[69]
C053,[12741],[0.25],['pg'],,[0],"[[0.25], [0]]",[174]
C064,[9862],[0.001],['pg'],,[0],"[[0.001], [0]]",[169]
C094,[61918],[0.005],['pg'],,[0],"[[0.005], [0]]",[71]
C114,[8892],[0.2],['pg'],,[0],"[[0.2], [0]]",[138]
C203,[637511],[0.005],['pg'],,[0],"[[0.005], [0]]",[76]
C208,[7765],[0.2],['pg'],,[0],"[[0.2], [0]]",[107]
C209,[14514],[0.01],['pg'],,[0],"[[0.01], [0]]",[25]
C211,[12297],[0.007],['pg'],,[0],"[[0.007], [0]]",[18]
C220,[9862],[0.1],['pg'],,[0],"[[0.1], [0]]",[169]
C260,[61771],[0.3],['pg'],,[0],"[[0.3], [0]]",[197]
C312,[8051],[0.0005],['pg'],,[0],"[[0.0005], [0]]",[124]
C377,[8785],[0.2],['pg'],,[0],"[[0.2], [0]]",[136]
C379,[13187],[0.4],['pg'],,[0],"[[0.4], [0]]",[176]
C391,[61325],[0.002],['pg'],[262],[0],"[[0.002], [0]]",[66]
C393,[637511],[0.4],['pg'],,[0],"[[0.4], [0]]",[76]
C410,[61771],[0.003],['pg'],,[0],"[[0.003], [0]]",[197]
C415,[61918],[0.2],['pg'],,[0],"[[0.2], [0]]",[71]
C452,[61527],[0.001],['pg'],,[0],"[[0.001], [0]]",[67]
C489,[5365027],[0.001],['pg'],,[0],"[[0.001], [0]]",[64]
C490,[27458],[0.0005],['pg'],,[0],"[[0.0005], [0]]",[39]
C542,[31252],[0.001],['pg'],[160],[0],"[[0.001], [0]]",[41]
C549,[6569],[0.15],['pg'],,[0],"[[0.15], [0]]",[151]
C564,[61325],[0.2],['pg'],,[0],"[[0.2], [0]]",[66]
C588,[61192],[0.3],['pg'],,[0],"[[0.3], [0]]",[196]
C597,[10400],[0.2],['pg'],,[0],"[[0.2], [0]]",[1]
C599,[13187],[0.005],['pg'],,[0],"[[0.005], [0]]",[176]
C622,[7765],[0.0007],['pg'],[414],[0],"[[0.0007], [0]]",[107]
C652,[10400],[0.001],['pg'],[12],[0],"[[0.001], [0]]",[1]
C682,[8051],[0.3],['pg'],,[0],"[[0.3], [0]]",[124]
C698,[10890],[0.005],['pg'],,[0],"[[0.005], [0]]",[6]
C702,[27458],[0.3],['pg'],[157],[0],"[[0.3], [0]]",[39]
C729,[61809],[0.05],['pg'],[271],[0],"[[0.05], [0]]",[69]
C744,[6920],[0.008],['pg'],,[0],"[[0.008], [0]]",[85]
C749,[8892],[0.007],['pg'],[519],[0],"[[0.007], [0]]",[138]
C761,[4133],[0.2],['pg'],,[0],"[[0.2], [0]]",[49]
C807,[4133],[0.001],['pg'],,[0],"[[0.001], [0]]",[49]
C826,[6569],[0.05],['pg'],,[0],"[[0.05], [0]]",[151]
C830,[10890],[0.2],['pg'],,[0],"[[0.2], [0]]",[6]
C852,[6920],[0.3],['pg'],,[0],"[[0.3], [0]]",[85]
C887,[8785],[0.003],['pg'],[504],[0],"[[0.003], [0]]",[136]
C890,[12297],[0.2],['pg'],,[0],"[[0.2], [0]]",[18]
C891,[14514],[0.45],['pg'],,[0],"[[0.45], [0]]",[25]
C896,[31252],[0.2],['pg'],,[0],"[[0.2], [0]]",[41]
C921,[5365027],[0.3],['pg'],,[0],"[[0.3], [0]]",[64]
C970,[18554],[0.1],['pg'],,[0],"[[0.1], [0]]",[185]
C979,[61527],[0.4],['pg'],[266],[0],"[[0.4], [0]]",[67]
C985,[61192],[0.001],['pg'],,[0],"[[0.001], [0]]",[196]
D005,[379],[1.0],['nt'],,[2],"[[1.0], [2]]",[145]
D007,[2346],[0.001],['dep'],,[1],"[[0.001], [1]]",[149]
D014,[263],[0.2],['pg'],,[0],"[[0.2], [0]]",[144]
D057,[379],[0.1],['pg'],,[0],"[[0.1], [0]]",[145]
D082,[7969],[1e-06],['pg'],,[0],"[[1e-06], [0]]",[119]
D088,[8452],[0.2],['pg'],,[0],"[[0.2], [0]]",[134]
D109,[6560],[1.0],['nt'],[325],[2],"[[1.0], [2]]",[82]
D129,[263],[0.005],['pg'],,[0],"[[0.005], [0]]",[144]
D141,[8118],[0.0001],['pg'],[483],[0],"[[0.0001], [0]]",[128]
D147,[11617],[0.005],['pg'],,[0],"[[0.005], [0]]",[173]
D171,[62465],[0.2],['pg'],[287],[0],"[[0.2], [0]]",[74]
D197,[15717],[0.1],['pg'],,[0],"[[0.1], [0]]",[177]
D201,[460],[1.0],['nt'],,[2],"[[1.0], [2]]",[52]
D204,[62465],[0.001],['pg'],,[0],"[[0.001], [0]]",[74]
D261,[1032],[0.008],['pg'],,[0],"[[0.008], [0]]",[148]
D263,[7047],[0.1],['pg'],,[0],"[[0.1], [0]]",[88]
D299,[11552],[0.0005],['pg'],[67],[0],"[[0.0005], [0]]",[12]
D301,[16255],[1.0],['nt'],,[2],"[[1.0], [2]]",[178]
D313,[8048],[1.0],['nt'],[462],[2],"[[1.0], [2]]",[123]
D323,[7047],[0.001],['pg'],[341],[0],"[[0.001], [0]]",[88]
D355,[326],[0.1],['pg'],,[0],"[[0.1], [0]]",[47]
D396,[12748],[0.01],['pg'],,[0],"[[0.01], [0]]",[20]
D444,[11552],[0.1],['pg'],,[0],"[[0.1], [0]]",[12]
D491,[5362814],[0.0005],['pg'],,[0],"[[0.0005], [0]]",[62]
D500,[1032],[0.2],['pg'],,[0],"[[0.2], [0]]",[148]
D503,[8077],[1e-05],['pg'],,[0],"[[1e-05], [0]]",[162]
D519,[7583],[0.001],['dep'],,[1],"[[0.001], [1]]",[102]
D555,[8118],[0.01],['pg'],,[0],"[[0.01], [0]]",[128]
D564,[8452],[0.01],['pg'],[498],[0],"[[0.01], [0]]",[134]
D604,[7894],[0.005],['pg'],,[0],"[[0.005], [0]]",[157]
D616,[16255],[0.01],['dep'],,[1],"[[0.01], [1]]",[178]
D699,[8048],[0.005],['pg'],,[0],"[[0.005], [0]]",[123]
D716,[12748],[0.0001],['pg'],,[0],"[[0.0001], [0]]",[20]
D737,[2346],[1.0],['nt'],,[2],"[[1.0], [2]]",[149]
D762,[460],[0.01],['pg'],,[0],"[[0.01], [0]]",[52]
D782,[7583],[0.3],['dep'],,[1],"[[0.3], [1]]",[102]
D788,[556940],[0.0005],['pg'],,[0],"[[0.0005], [0]]",[204]
D806,[7969],[0.0001],['pg'],,[0],"[[0.0001], [0]]",[119]
D819,[6560],[0.01],['pg'],,[0],"[[0.01], [0]]",[82]
D836,[556940],[0.1],['pg'],,[0],"[[0.1], [0]]",[204]
D879,[5362814],[0.1],['pg'],,[0],"[[0.1], [0]]",[62]
D937,[7894],[0.1],['pg'],,[0],"[[0.1], [0]]",[157]
D975,[15717],[0.001],['pg'],,[0],"[[0.001], [0]]",[177]
D978,[8077],[0.001],['pg'],,[0],"[[0.001], [0]]",[162]
